,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,survey_response
2335,369,Sam,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,31/12/18,130,Somewhat clean,Very safe,Somewhat satsified,Value3
2336,1720,Sam,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,150,Clean,Very safe,Somewhat satsified,Value2
2337,2712,Matt,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,31/12/18,200,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2338,2135,George,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,31/12/18,95,Average,Very safe,Neutral,Value3
2339,1384,George,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,31/12/18,90,Somewhat clean,Very safe,Somewhat satsified,Value2
2341,2895,Jennifer,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,31/12/18,160,Somewhat clean,Very safe,Somewhat satsified,Value3
2342,804,Sam,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,31/12/18,155,Somewhat clean,Very safe,Neutral,Value2
2343,2507,George,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,31/12/18,139,Average,Very safe,Somewhat satsified,Value3
2345,992,Ann,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,220,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2346,382,Sam,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,145,Clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2347,625,Matt,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,31/12/18,65,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2348,3110,George,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,31/12/18,95,Somewhat clean,Somewhat safe,Very satisfied,Value3
2349,1535,Ann,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,31/12/18,275,Clean,Very safe,Somewhat satsified,Value3
2351,1307,Sam,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,110,Clean,Somewhat safe,Very satisfied,Value3
2352,760,Ann,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,31/12/18,120,Clean,Very safe,Very satisfied,Value2
2354,2772,George,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,31/12/18,90,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2355,1802,Sam,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,205,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2356,545,Sam,Thursday,EMIRATES,DUBAI,middle east,    Hub,Gates 1-12,31/12/18,165,Average,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2357,1691,Sam,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,155,Average,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2358,1495,Sam,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,1/1/18,179,Somewhat clean,Neutral,Neutral,Value3
2359,362,Jennifer,Friday,ALASKA,NEWARK,East US,Hub,Gates 50-59,31/12/18,95,Clean,Very safe,Very satisfied,Value2
2360,1442,George,Saturday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,31/12/18,340,Average,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2361,963,Sam,Friday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,31/12/18,175,Somewhat clean,Very safe,Somewhat satsified,Value2
2362,1401,Matt,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,31/12/18,120,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2363,838,Ann,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,155,Average,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2364,3119,George,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,31/12/18,173,Somewhat clean,Very safe,Somewhat satsified,Value3
2365,379,Jennifer,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,31/12/18,105,Clean,Neutral,Somewhat satsified,Value2
2366,3273,George,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,31/12/18,145,Somewhat clean,Very safe,Neutral,Value3
2367,1831,George,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,31/12/18,285,Clean,Somewhat safe,Very satisfied,Value3
2368,2719,Sam,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,31/12/18,130,Somewhat clean,Very safe,Somewhat satsified,Value2
2369,2214,George,Thursday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,31/12/18,135,Somewhat dirty,Somewhat safe,Neutral,Value3
2370,1818,Matt,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,275,Clean,Somewhat safe,Somewhat satsified,Value2
2371,2623,George,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,31/12/18,165,Clean,Very safe,Very satisfied,Value3
2372,1618,George,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,140,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2373,1241,Jennifer,Thursday,CHINA EASTERN,SHANGHAI,Asia,    Hub,Gates 1-12,31/12/18,180,Somewhat clean,Neutral,Neutral,Value3
2374,2588,Sam,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,83,Clean,Very safe,Very satisfied,Value3
2375,1481,George,Wednesday,AVIANCA,SAN SALVADOR,Central/South America,Small,Gates 1-12,31/12/18,175,Clean,Very safe,Very satisfied,Value3
2376,2944,Jennifer,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,31/12/18,135,Clean,Very safe,Very satisfied,Value2
2377,595,Jennifer,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,31/12/18,135,Clean,Very safe,Very satisfied,Value3
2378,2074,George,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,229,Average,Very safe,Somewhat satsified,Value3
2379,1284,George,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,185,Clean,Somewhat safe,Somewhat satsified,Value3
2380,2129,Jennifer,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,31/12/18,970,Somewhat clean,Very safe,Somewhat satsified,Value2
2381,1158,Jennifer,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,31/12/18,75,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2382,2637,George,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,31/12/18,150,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2383,1359,Jennifer,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,31/12/18,245,Somewhat clean,Very safe,Somewhat satsified,Value2
2384,461,Ann,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,31/12/18,246,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2385,812,Ann,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,31/12/18,160,Somewhat clean,Neutral,Somewhat satsified,Value3
2386,799,George,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,31/12/18,155,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2387,1316,Jennifer,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,200,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2388,401,Sam,Sunday,UNITED,HOUSTON-BUSH,Midwest US,    Hub,Gates 70-90,31/12/18,272,Somewhat clean,Very safe,Somewhat satsified,Value3
2389,3200,Sam,Sunday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,1/1/18,210,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2390,2536,Sam,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,150,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2391,1591,Matt,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,31/12/18,180,Clean,Very safe,Somewhat satsified,Value2
2392,723,Jennifer,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,170,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2393,1997,Sam,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,31/12/18,125,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2394,2572,Jennifer,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,105,Somewhat clean,Somewhat safe,Neutral,Value3
2395,266,Sam,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,31/12/18,175,Average,Neutral,Neutral,Value2
2396,1039,George,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium     ,Gates 91-102,31/12/18,245,Somewhat clean,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2397,2565,George,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,31/12/18,165,Clean,Very safe,Very satisfied,Value2
2398,1692,Sam,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,31/12/18,307,Somewhat dirty,Neutral,Neutral,Value3
2399,1909,Ann,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,31/12/18,145,Clean,Somewhat safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2400,3085,Matt,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,31/12/18,82,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2401,2643,George,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,31/12/18,150,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2402,2182,Sam,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,31/12/18,885,Clean,Very safe,Somewhat satsified,Value3
2403,793,Ann,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,31/12/18,165,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2404,2188,Jennifer,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,31/12/18,150,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2405,493,Ann,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,31/12/18,296,Somewhat clean,Neutral,Very satisfied,Value2
2406,2515,Matt,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,31/12/18,240,Average,Somewhat unsafe,Neutral,Value2
2408,2079,George,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,89,Somewhat clean,Somewhat safe,Neutral,Value3
2409,2833,Jennifer,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,31/12/18,93,Clean,Somewhat safe,Somewhat satsified,Value3
2411,2722,George,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,31/12/18,195,Average,Somewhat safe,Somewhat satsified,Value2
2412,2097,Sam,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub     ,Gates 91-102,31/12/18,145,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2413,2101,George,Tuesday,AMERICAN,PHOENIX,West US,Hub     ,Gates 50-59,31/12/18,91,Clean,Very safe,Very satisfied,Value3
2414,2774,George,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,31/12/18,160,Somewhat clean,Neutral,Somewhat satsified,Value3
2415,2546,George,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,135,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2416,1733,George,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,150,Somewhat clean,Very safe,Somewhat satsified,Value2
2417,766,Jennifer,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,31/12/18,105,Somewhat clean,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2418,243,Ann,Thursday,UNITED,NASHVILLE,Midwest US,Medium     ,Gates 70-90,31/12/18,80,Somewhat clean,Very safe,Very satisfied,Value2
2420,2369,Matt,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,31/12/18,136,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2421,709,Jennifer,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,185,Average,Very safe,Neutral,Value3
2422,1999,Matt,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,31/12/18,215,Clean,Very safe,Somewhat satsified,Value3
2423,2360,Jennifer,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,31/12/18,105,Average,Somewhat safe,Somewhat satsified,Value3
2424,1868,Ann,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,31/12/18,205,Somewhat clean,Very safe,Somewhat satsified,Value2
2425,2547,Sam,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,73,Clean,Somewhat safe,Very satisfied,Value3
2426,3051,George,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,1/1/18,395,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2427,2351,Ann,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,31/12/18,115,Clean,Very safe,Very satisfied,Value2
2429,330,Ann,Friday,ALASKA,SAN DIEGO,West US,    Medium,Gates 50-59,31/12/18,156,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2431,2828,Jennifer,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,31/12/18,123,Clean,Very safe,Somewhat satsified,Value2
2432,2421,Matt,Tuesday,UNITED,HONOLULU,West US,    Medium,Gates 70-90,31/12/18,300,Clean,Very safe,Very satisfied,Value2
2433,2404,Ann,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,31/12/18,250,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2434,968,Ann,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,175,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2435,1823,Matt,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,31/12/18,85,Somewhat clean,Neutral,Somewhat satsified,Value2
2436,2155,Sam,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,125,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2437,1165,Jennifer,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,31/12/18,105,Somewhat clean,Very safe,Somewhat satsified,Value2
2438,989,Matt,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,145,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2439,1606,George,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,170,Clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2440,2179,Jennifer,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,31/12/18,270,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2441,6,Sam,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,31/12/18,140,Clean,Very safe,Very satisfied,Value2
2442,2811,Ann,Thursday,DELTA,LOS ANGELES,West US,    Hub,Gates 40-48,31/12/18,85,Somewhat clean,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2443,1709,Matt,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,300,Clean,Very safe,Somewhat satsified,Value2
2445,1464,Ann,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,31/12/18,120,Clean,Somewhat safe,Very satisfied,Value2
2446,1852,Jennifer,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,31/12/18,110,Clean,Very safe,Very satisfied,Value2
2448,2370,George,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,31/12/18,210,Somewhat clean,Very safe,Somewhat satsified,Value3
2449,2116,Matt,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,31/12/18,220,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2450,1848,Ann,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,31/12/18,135,Somewhat clean,Neutral,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2451,103,George,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,31/12/18,130,Somewhat clean,Very safe,Somewhat satsified,Value2
2452,2983,Sam,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,31/12/18,105,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2453,3140,George,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,31/12/18,105,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2454,2355,Sam,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,31/12/18,180,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2455,2803,Ann,Tuesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,31/12/18,90,Clean,Very safe,Somewhat satsified,Value2
2457,2305,Sam,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,31/12/18,195,Somewhat clean,Very safe,Neutral,Value2
2458,1156,Jennifer,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,31/12/18,60,Somewhat clean,Somewhat safe,Neutral,Value2
2459,1447,Matt,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,1/1/18,209,Clean,Somewhat safe,Neutral,Value3
2460,553,George,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,75,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2461,2927,Ann,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,31/12/18,195,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2462,3003,Matt,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,31/12/18,328,Clean,Somewhat safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2463,1128,Sam,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,31/12/18,165,Clean,Somewhat safe,Somewhat satsified,Value3
2464,3209,George,Tuesday,UNITED,SANTA BARBARA,West US,Small     ,Gates 70-90,31/12/18,35,Average,Somewhat safe,Very unsatisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2466,586,Matt,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,147,Somewhat clean,Very safe,Somewhat satsified,Value3
2467,1763,Matt,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,205,Clean,Very safe,Somewhat satsified,Value3
2468,275,Ann,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,31/12/18,82,Average,Somewhat safe,Neutral,Value2
2469,2587,Matt,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,127,Somewhat clean,Somewhat safe,Neutral,Value2
2470,326,Jennifer,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,31/12/18,100,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2471,305,Ann,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,31/12/18,115,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2472,2373,Matt,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,31/12/18,121,Clean,Somewhat safe,Somewhat satsified,Value2
2473,1015,Matt,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,31/12/18,122,Average,Somewhat safe,Neutral,Value2
2474,904,Matt,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,31/12/18,120,Average,Neutral,Neutral,Value2
2475,2303,Matt,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,31/12/18,120,Clean,Neutral,Somewhat satsified,Value2
2476,599,Ann,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,162,Average,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2477,1363,Sam,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,31/12/18,195,Somewhat clean,Very safe,Somewhat satsified,Value2
2478,1715,Ann,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,105,Clean,Somewhat safe,Somewhat satsified,Value3
2479,1565,Ann,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,31/12/18,90,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2480,2441,Matt,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,31/12/18,180,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2481,428,Sam,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,31/12/18,353,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2482,1842,George,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,31/12/18,255,Average,Neutral,Somewhat satsified,Value3
2483,877,Ann,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,85,Somewhat clean,Very safe,Very satisfied,Value2
2484,1589,Matt,Thursday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,31/12/18,110,Clean,Somewhat safe,Very satisfied,Value3
2485,850,George,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,31/12/18,145,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2486,3241,Ann,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,31/12/18,95,Clean,Very safe,Somewhat satsified,Value2
2487,1819,Matt,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,31/12/18,190,Somewhat clean,Very safe,Somewhat satsified,Value3
2489,2915,Matt,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,31/12/18,145,Somewhat clean,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2490,1095,Sam,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,31/12/18,255,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2491,1993,Sam,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,31/12/18,95,Clean,Very safe,Somewhat satsified,Value3
2492,1267,George,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,31/12/18,30,Average,Neutral,Somewhat satsified,Value2
2493,2233,George,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,31/12/18,200,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
2494,1309,Jennifer,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,31/12/18,96,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2495,517,Sam,Sunday,UNITED,FT. LAUDERDALE,EAST US,Large     ,Gates 60-69,31/12/18,105,Clean,Very safe,Very satisfied,Value2
2496,615,Sam,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,31/12/18,245,Clean,Very safe,Very satisfied,Value3
2497,2350,Ann,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,31/12/18,95,Somewhat clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2498,3027,Matt,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,65,Average,Somewhat safe,Somewhat satsified,Value2
2501,2174,Ann,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,31/12/18,133,Somewhat clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
2502,1089,Ann,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,31/12/18,105,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
2503,1539,Ann,Wednesday,AIR CHINA,BEIJING,Asia,    Hub,Gates 91-102,31/12/18,110,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
